History Length,Forecast Length,Units,Epochs,Loss
400,20,[60],3,0.01341171316825192
400,20,[120],3,0.020390803294431412
400,20,[200],3,0.021521498239657794
400,20,[140],3,0.018309308245190815
400,20,[60],4,0.01556134164712807
400,20,[80],4,0.012814055839914042
400,20,[200],4,0.016913916573101286
400,20,[140],4,0.011753177493830225
400,20,[100],3,0.01604698466214373
400,20,[160],5,0.018176176515458515
400,20,[200],5,0.010281683652859653
400,20,[180],3,0.012040359781265272
400,20,[80],6,0.007429978699587343
400,20,[80],5,0.011579388648711187
400,20,[140],6,0.00793083918642631
400,20,[60],5,0.00998447312677095
400,20,[40],6,0.012781649855108181
400,20,[180],5,0.008660977522936661
400,20,[80],8,0.007235562842010185
400,20,[120],6,0.0075324416874489805
400,20,[180],6,0.007712853675395826
400,20,[20],10,0.007197018116861917
400,20,[160],4,0.026507328534049957
400,20,[180],7,0.007806239574939994
400,20,[40],3,0.013227568861582597
400,20,[20],4,0.01584098459496983
400,20,[20],3,0.01471783652576339
400,20,[100],6,0.008993460623132674
400,20,[120],5,0.029713492021394804
400,20,[60],7,0.009138343531080775
400,20,[40],5,0.023397590017871287
400,20,[100],8,0.0070561960900170605
400,20,[40],7,0.008651319000104149
400,20,[80],9,0.006735660116168304
400,20,[80],7,0.007982529141978176
400,20,[120],9,0.006896088620267889
400,20,[100],5,0.02786477826310061
400,20,[60],10,0.00702052237823751
400,20,[120],10,0.0070581518961197465
400,20,[200],9,0.0068215352411679624
400,20,[100],10,0.007095352978897066
400,20,[160],10,0.007290392168099473
400,20,[140],10,0.00690866825145732
400,20,[200],6,0.00870774776489919
400,20,[160],7,0.00697401036716065
400,20,[140],7,0.007573289378582422
400,20,[160],6,0.00859405475642108
400,20,[100],7,0.007389271123811398
400,20,[120],7,0.007809250058428909
400,20,[60],8,0.007047051588691441
400,20,[160],9,0.00727280511212211
400,20,[100],9,0.007284400935830754
400,20,[40],4,0.01233759833586786
400,20,[180],10,0.007489730426299218
400,20,[140],9,0.006842231984259717
400,20,[40],10,0.0070499746979038845
400,20,[20],8,0.007748191022291668
400,20,[180],9,0.007236004178035192
400,20,[200],10,0.007286929182539134
400,20,[140],5,0.013082379126610772
400,20,[20],6,0.010997651696672956
400,20,[60],6,0.007393136956631023
400,20,[200],7,0.007256677457116107
400,20,[20],7,0.009070625621414445
400,20,[120],8,0.006914659725798957
400,20,[180],8,0.0069823723129380484
400,20,[160],8,0.0066097336960222386
400,20,[40],9,0.006955373543650232
400,20,[80],10,0.007141363876797237
450,20,[60],1,0.02707542402542145
450,20,[100],4,0.02512110736627789
450,20,[100],6,0.007037480439695006
450,20,[60],6,0.008816749506013062
450,20,[40],1,0.04076880526714468
450,20,[20],5,0.011270622528860814
450,20,[20],6,0.012482104939554397
450,20,[120],6,0.008415087616005618
450,20,[180],4,0.011048842033122194
450,20,[60],5,0.008691779781170415
450,20,[140],9,0.006314994056535121
450,20,[20],10,0.006763441736155475
450,20,[160],10,0.0066629920866506116
450,20,[160],1,0.05520486242038067
450,20,[120],1,0.07174428689650446
450,20,[20],1,0.024983764862060998
450,20,[180],1,0.07099385865396313
450,20,[200],1,0.07506348257662043
450,20,[140],1,0.04810142192648674
450,20,[100],1,0.06267671343437015
450,20,[20],2,0.008083117717008386
450,20,[60],2,0.01017274196206775
450,20,[160],2,0.015772148413122355
450,20,[80],1,0.038383236060304714
450,20,[200],2,0.010694707418345736
450,20,[80],2,0.011119102888485947
450,20,[140],2,0.01127793106051024
450,20,[80],3,0.017301590682315942
450,20,[20],3,0.013032510814360066
450,20,[200],4,0.032093460243854906
450,20,[140],3,0.020213316795713452
450,20,[60],3,0.011656521477055136
450,20,[120],4,0.027287154408295596
450,20,[200],3,0.015491740563452233
450,20,[120],3,0.016311001948130923
450,20,[160],3,0.013600999099311492
450,20,[120],5,0.02907904250856716
450,20,[160],5,0.009286462002179972
450,20,[180],2,0.011166896254214468
450,20,[40],2,0.009128608491938868
450,20,[180],6,0.007207593795061934
450,20,[100],2,0.015024842059131328
450,20,[120],2,0.010935606041115292
450,20,[200],5,0.012566109853572188
450,20,[100],9,0.006532185227495519
450,20,[140],5,0.011283429039119598
450,20,[140],10,0.006752738389414375
450,20,[60],10,0.006642068933567107
450,20,[200],6,0.007991314911392565
450,20,[200],7,0.006949347797932453
450,20,[20],7,0.008391730238217696
450,20,[140],7,0.00673144916622245
450,20,[180],7,0.007011045185617115
450,20,[40],3,0.01565490456128488
450,20,[120],8,0.0069600753009197505
450,20,[20],8,0.007249335622411494
450,20,[40],8,0.0068933459498530985
450,20,[180],3,0.017869920041070863
450,20,[100],3,0.013255374813828465
450,20,[100],7,0.007521979826424394
450,20,[80],10,0.006134702312327303
450,20,[200],8,0.0061883680651855484
450,20,[80],9,0.006967963153324402
450,20,[40],9,0.007091071200184391
450,20,[200],10,0.006622012936050784
450,20,[120],10,0.006763373270043031
450,20,[60],4,0.00972444524614752
450,20,[20],4,0.013427512121686068
450,20,[140],4,0.013381667399651373
450,20,[40],4,0.013405406928497754
450,20,[180],5,0.008049344908054952
450,20,[160],4,0.03161107133498656
450,20,[80],4,0.02141795035231944
450,20,[100],5,0.009622608619268516
450,20,[40],5,0.007756111539081131
450,20,[140],6,0.011400968031612623
450,20,[60],7,0.007087912045519743
450,20,[80],5,0.018769247064889933
450,20,[180],8,0.0061028434843016545
450,20,[80],6,0.008247482603042406
450,20,[180],9,0.0066762185676289935
450,20,[180],10,0.006684937293196301
450,20,[100],10,0.006922349758098878
450,20,[160],7,0.006514534125264725
450,20,[160],6,0.007487125428417109
450,20,[60],8,0.00664219248347625
450,20,[160],8,0.006548429689251516
450,20,[140],8,0.005849828167224647
450,20,[100],8,0.006547337643095089
450,20,[120],9,0.0063805152249390125
450,20,[200],9,0.007331917470896527
450,20,[60],9,0.006655326742366307
450,20,[40],10,0.00695596693750241
450,20,[40],6,0.010027292130515716
450,20,[120],7,0.007090323980033849
450,20,[40],7,0.007004174274078616
450,20,[80],7,0.007046393033647628
450,20,[80],8,0.0069287843549895025
450,20,[160],9,0.006428498988445912
450,20,[20],9,0.007138944858629234
500,20,[60],2,0.009623115166531778
500,20,[20],3,0.012836496983692401
500,20,[140],1,0.059769096980238724
500,20,[120],7,0.00704850632977419
500,20,[160],7,0.006120384259537576
500,20,[160],9,0.006367619735083387
500,20,[40],10,0.00673067984719149
500,20,[80],2,0.015015134466552355
500,20,[200],5,0.023637472326379288
500,20,[40],6,0.00693760625172799
500,20,[140],8,0.006233248424863152
500,20,[200],9,0.006170094277123287
500,20,[80],10,0.00656453017880032
500,20,[120],1,0.05331185682034099
500,20,[160],1,0.041861066944845135
500,20,[200],1,0.022915964290354196
500,20,[180],1,0.057747506739146026
500,20,[40],1,0.024849217307389055
500,20,[100],1,0.03501048466721019
500,20,[80],1,0.04789280370075254
500,20,[20],1,0.015246659182700798
500,20,[100],2,0.013324307835216423
500,20,[20],2,0.007082589907870118
500,20,[60],1,0.017137503808588996
500,20,[180],2,0.010770237710637981
500,20,[120],2,0.010071644607655519
500,20,[40],3,0.012700372210085381
500,20,[140],3,0.018301471939820686
500,20,[200],2,0.009746946247033794
500,20,[140],2,0.015476687351677926
500,20,[160],2,0.009653108278604303
500,20,[80],3,0.016439593207426374
500,20,[40],2,0.008713836317094025
500,20,[100],3,0.013765482674473648
500,20,[80],4,0.02035864842355198
500,20,[160],4,0.01014249800659864
500,20,[100],5,0.02319361037521502
500,20,[20],5,0.0073674958035425024
500,20,[120],5,0.016131806549152406
500,20,[160],3,0.015947922646153655
500,20,[60],6,0.0071243329138199136
500,20,[80],6,0.01144360388853159
500,20,[200],3,0.013426970498854288
500,20,[200],6,0.007121770105243885
500,20,[120],3,0.013584798562123131
500,20,[40],7,0.007471663109571567
500,20,[200],4,0.026387421676731315
500,20,[200],8,0.006486471930292524
500,20,[20],4,0.01450066220395477
500,20,[120],8,0.006712434278573414
500,20,[180],9,0.006252959528983753
500,20,[60],3,0.016266752214382143
500,20,[120],4,0.01197837323975292
500,20,[180],3,0.016554874878419147
500,20,[140],7,0.007228781785533576
500,20,[60],7,0.006944431591127839
500,20,[180],7,0.006404050985632356
500,20,[100],8,0.006312661814653837
500,20,[40],8,0.006854153702527361
500,20,[180],5,0.008838430998251545
500,20,[20],10,0.0068851319001443445
500,20,[60],4,0.01853526639725845
500,20,[40],4,0.01845635050640295
500,20,[80],5,0.015242815249348689
500,20,[120],6,0.008623902762881127
500,20,[160],6,0.007586967250815374
500,20,[40],5,0.010282759448607123
500,20,[100],6,0.02028280237768131
500,20,[160],5,0.01948733783220109
500,20,[60],5,0.010787703461336116
500,20,[140],6,0.007343359026182428
500,20,[100],4,0.01814954980572789
500,20,[180],8,0.006555349102281169
500,20,[200],7,0.006733811805541358
500,20,[180],4,0.01996775674163223
500,20,[100],7,0.006912320077197691
500,20,[20],8,0.006647916948879888
500,20,[140],4,0.011000710381029092
500,20,[120],9,0.00647691904944096
500,20,[80],8,0.0073073936844136765
500,20,[20],6,0.009685996026024908
500,20,[20],7,0.0064172714402141095
500,20,[100],9,0.006791661046914652
500,20,[160],8,0.006217240421076136
500,20,[200],10,0.006447549313724654
500,20,[20],9,0.007255084585544287
500,20,[120],10,0.006417814490152143
500,20,[160],10,0.0064677147296546035
500,20,[180],10,0.006426937817184151
500,20,[60],8,0.006637764083709363
500,20,[140],5,0.007380999439438871
500,20,[80],9,0.006937311868943499
500,20,[40],9,0.0062599617622128385
500,20,[140],9,0.006448789660015767
500,20,[180],6,0.008574955622838684
500,20,[80],7,0.008300300997032946
500,20,[60],9,0.006671408424080028
500,20,[140],10,0.006530788619118506
500,20,[100],10,0.006329433819719773
500,20,[60],10,0.006582305459553477
50,30,[140],1,0.01657277470379385
50,30,[140],7,0.009848602560040921
50,30,[40],9,0.008594974564240474
50,30,[120],1,0.016879610104408447
50,30,[200],4,0.009192008963271627
50,30,[180],5,0.009645168390181438
50,30,[140],8,0.00993742718745904
50,30,[200],3,0.009966634536641506
50,30,[200],10,0.0074175409793488575
50,30,[20],4,0.010108032207117574
50,30,[120],5,0.008123923581477541
50,30,[120],6,0.010529699787408269
50,30,[120],10,0.007983164686149418
50,30,[180],1,0.01239891841874067
50,30,[60],1,0.013453691767830296
50,30,[160],1,0.013972557651521346
50,30,[200],1,0.012160214584422362
50,30,[80],1,0.01293258211390643
50,30,[20],1,0.017676522130826322
50,30,[100],1,0.01605039878359758
50,30,[40],1,0.01921081854845973
50,30,[140],2,0.010457499983060937
50,30,[80],2,0.009433844141543933
50,30,[60],2,0.007699431944070431
50,30,[160],2,0.012763136402472144
50,30,[40],2,0.009283779982685874
50,30,[200],2,0.009787957384592781
50,30,[120],2,0.010765593735330313
50,30,[40],3,0.009563159785954827
50,30,[60],3,0.009714825902538289
50,30,[100],2,0.010391806507374554
50,30,[180],2,0.008605689292642629
50,30,[20],2,0.007454555369527701
50,30,[100],3,0.009603819102412947
50,30,[60],4,0.009077696104715429
50,30,[20],3,0.010831316417594983
50,30,[40],4,0.012244968117729134
50,30,[60],5,0.008456579288724893
50,30,[80],3,0.011165409878619812
50,30,[120],3,0.009827825180580755
50,30,[100],5,0.009292975341596487
50,30,[100],6,0.008209613813648695
50,30,[100],4,0.009052445777195687
50,30,[80],6,0.008255068129079186
50,30,[60],7,0.009125152399367287
50,30,[140],4,0.008469954743721508
50,30,[80],5,0.00934524574194241
50,30,[140],5,0.01011192483939934
50,30,[80],9,0.008008347917306079
50,30,[200],7,0.010196842075726643
50,30,[40],8,0.00878742924220379
50,30,[120],7,0.009234330454012432
50,30,[200],9,0.008200036258463843
50,30,[160],7,0.00955183961813129
50,30,[160],3,0.009793701095132045
50,30,[20],9,0.007717261258854197
50,30,[140],3,0.011069939452418623
50,30,[180],3,0.009877654748756284
50,30,[60],6,0.009758836264854135
50,30,[160],8,0.008775377380504407
50,30,[80],4,0.01158452935120537
50,30,[180],6,0.010361071464002867
50,30,[160],4,0.008954494310896285
50,30,[60],10,0.0076830261996934275
50,30,[140],6,0.010650769183831907
50,30,[180],9,0.007876874430686314
50,30,[160],6,0.008795925534633478
50,30,[100],7,0.01070364414840189
50,30,[40],5,0.01194925861986756
50,30,[20],8,0.00911773606495555
50,30,[160],10,0.007632625343051207
50,30,[80],8,0.009564667712673778
50,30,[40],7,0.007939406025551139
50,30,[120],8,0.008106864668582691
50,30,[180],8,0.00830454206718592
50,30,[60],8,0.010149723221270258
50,30,[40],10,0.007642453281365656
50,30,[200],5,0.008803302465020644
50,30,[160],5,0.010157377900032016
50,30,[200],8,0.008631690836658153
50,30,[100],10,0.007616131652939829
50,30,[120],9,0.007729140485171688
50,30,[80],10,0.007549555451427228
50,30,[140],10,0.007662070198831943
50,30,[200],6,0.008958415138521995
50,30,[180],4,0.009936550094953702
50,30,[20],7,0.01014205715175034
50,30,[80],7,0.008276538793520099
50,30,[120],4,0.010581376569677803
50,30,[100],9,0.00816615652669655
50,30,[60],9,0.007708078857429546
50,30,[20],5,0.010095854494641992
50,30,[140],9,0.009028056485436465
50,30,[160],9,0.007706382922150487
50,30,[20],6,0.010006174889578088
50,30,[40],6,0.00844233984516199
50,30,[180],7,0.009232651134405391
50,30,[100],8,0.008425104141617474
50,30,[20],10,0.007519901836810727
50,30,[180],10,0.007443797288903009
100,30,[40],1,0.020412019483720185
100,30,[60],6,0.0102471398313347
100,30,[120],2,0.007442943931305316
100,30,[160],6,0.009439920479969631
100,30,[80],3,0.012221885753395632
100,30,[100],10,0.0074321363216742166
100,30,[80],5,0.014655696558676401
100,30,[80],2,0.006910339726699379
100,30,[120],3,0.010013522349181465
100,30,[100],5,0.010480984227035105
100,30,[180],5,0.014042990390672007
100,30,[160],8,0.009315181131447057
100,30,[200],9,0.007666074534706183
100,30,[80],1,0.019439564846540396
100,30,[160],1,0.03651730673938761
100,30,[140],1,0.017612499335286906
100,30,[20],1,0.017475628808085748
100,30,[100],1,0.02135685440581452
100,30,[200],1,0.01950173343014321
100,30,[120],1,0.023539526427230135
100,30,[40],2,0.008898189035307242
100,30,[60],1,0.028425608144642036
100,30,[180],2,0.009415778867774298
100,30,[20],2,0.013169530610146864
100,30,[180],1,0.022839054798174028
100,30,[60],2,0.008886527383958903
100,30,[100],3,0.008616524546615155
100,30,[140],3,0.01050770331476298
100,30,[60],3,0.009887643473964987
100,30,[100],2,0.008864959915276577
100,30,[200],3,0.010204085266886336
100,30,[160],2,0.008793877872323469
100,30,[140],2,0.009805612544610097
100,30,[200],2,0.00901455915064398
100,30,[160],4,0.013702112681304992
100,30,[200],4,0.012711465147447849
100,30,[140],5,0.009119165131560728
100,30,[20],4,0.012067920660460071
100,30,[160],5,0.014669805464872076
100,30,[120],4,0.014707959171263782
100,30,[40],4,0.010217071070603186
100,30,[140],7,0.008565257623953729
100,30,[180],6,0.010991459807430505
100,30,[60],5,0.010391745318332994
100,30,[80],7,0.009147972036335064
100,30,[140],8,0.008200233035405948
100,30,[60],10,0.007895363977991381
100,30,[80],6,0.009298757654612164
100,30,[40],3,0.008168503277879918
100,30,[100],7,0.0082944511627782
100,30,[20],7,0.009500210295586228
100,30,[40],7,0.008968834303584328
100,30,[20],3,0.008370186565690987
100,30,[20],8,0.009141147398666389
100,30,[160],7,0.008306786406880508
100,30,[200],7,0.008156174901703825
100,30,[20],9,0.006642331749416691
100,30,[60],9,0.00774162013104608
100,30,[80],9,0.008228771570762752
100,30,[40],10,0.008282567485110715
100,30,[40],9,0.008519314702444894
100,30,[140],4,0.014024276184365544
100,30,[120],10,0.0077817341632146686
100,30,[180],3,0.010493484409477827
100,30,[180],9,0.008122970525813119
100,30,[60],4,0.009670407648290849
100,30,[160],9,0.007669758129145318
100,30,[80],4,0.013893833376386716
100,30,[200],10,0.008199522445936835
100,30,[160],3,0.009963050485044736
100,30,[120],5,0.009454664723090091
100,30,[40],6,0.012433117786384397
100,30,[100],4,0.014422624754173111
100,30,[200],6,0.008565453088438538
100,30,[40],8,0.008334177223110674
100,30,[180],4,0.009513249009266936
100,30,[200],8,0.008476019100768598
100,30,[180],8,0.008213178407743616
100,30,[100],9,0.007076498188744507
100,30,[80],10,0.007378268834388685
100,30,[40],5,0.009346581978899893
100,30,[200],5,0.014489556613962338
100,30,[20],6,0.008490704773390397
100,30,[120],7,0.009167267258864308
100,30,[20],5,0.008945871059718015
100,30,[60],8,0.00793967397135436
100,30,[180],7,0.009419968722616781
100,30,[60],7,0.008667823811303195
100,30,[80],8,0.008939801551307395
100,30,[120],8,0.00818852214217818
100,30,[140],9,0.008088586755470027
100,30,[140],10,0.008244001494621098
100,30,[180],10,0.007498135904468707
100,30,[120],6,0.009320067434278878
100,30,[100],6,0.010070225531708358
100,30,[140],6,0.009437325945538933
100,30,[100],8,0.008211507633868928
100,30,[20],10,0.0075887635769183335
100,30,[120],9,0.007754467011784696
100,30,[160],10,0.00816220124633226
150,30,[200],1,0.03260493422258446
150,30,[200],5,0.012537080958406107
150,30,[140],2,0.011119874908578482
150,30,[80],6,0.011796998401162915
150,30,[180],6,0.012183735725462044
150,30,[140],4,0.009841025206970113
150,30,[160],9,0.008610509748925266
150,30,[20],3,0.008143507405374853
150,30,[160],5,0.01501387599057924
150,30,[40],5,0.013637676807419194
150,30,[80],8,0.008755315430868358
150,30,[80],9,0.007282025489369896
150,30,[180],9,0.008182753164604446
150,30,[80],1,0.02344059038906493
150,30,[100],1,0.03039161587107945
150,30,[160],1,0.03173131918701082
150,30,[20],1,0.014185438106628576
150,30,[140],1,0.0447708461981946
150,30,[40],1,0.01758740870339304
150,30,[180],1,0.022178609921992717
150,30,[120],2,0.010039019282736728
150,30,[20],2,0.009656607598502164
150,30,[80],2,0.01243405517238404
150,30,[60],1,0.024212402327422836
150,30,[120],1,0.028247030715410532
150,30,[180],2,0.010246136502571565
150,30,[160],2,0.010170097359066661
150,30,[40],2,0.007971041581364236
150,30,[60],2,0.018857218404032587
150,30,[120],3,0.009052817916391556
150,30,[100],3,0.009464329528215435
150,30,[40],4,0.011989974720413793
150,30,[40],3,0.00995912522731122
150,30,[100],2,0.008665726660133235
150,30,[180],3,0.009907950431048033
150,30,[100],5,0.012862264590977147
150,30,[80],3,0.009240814564485498
150,30,[20],4,0.00942745921488873
150,30,[200],2,0.009090386504336407
150,30,[100],4,0.010482480505338471
150,30,[120],4,0.014597809474311675
150,30,[200],4,0.013123555989129575
150,30,[120],6,0.010638953213753709
150,30,[160],6,0.013346642143785725
150,30,[180],4,0.010735611285810782
150,30,[200],8,0.009073099891095117
150,30,[160],8,0.008406089100878863
150,30,[100],8,0.008042697591078556
150,30,[140],9,0.008565496441945169
150,30,[140],10,0.007744092290585194
150,30,[160],3,0.009768024205416795
150,30,[60],4,0.010429598015846394
150,30,[20],7,0.011370183534140385
150,30,[20],6,0.014702491148300039
150,30,[140],3,0.009127877886895867
150,30,[60],7,0.008476582909879045
150,30,[60],5,0.015695132707069348
150,30,[180],5,0.017045383875106915
150,30,[160],4,0.0114238587031956
150,30,[60],3,0.009639883728395691
150,30,[120],9,0.007959009547292806
150,30,[200],9,0.008376333014077668
150,30,[120],7,0.011040726531399507
150,30,[20],10,0.007201582315492918
150,30,[140],7,0.008892101501704542
150,30,[60],10,0.00791062873261647
150,30,[80],4,0.010518595763337905
150,30,[200],3,0.00909253572858457
150,30,[120],10,0.007371002062414263
150,30,[180],10,0.007735258530853782
150,30,[100],9,0.008057662967012356
150,30,[140],8,0.008854982193203038
150,30,[40],10,0.00857739338516441
150,30,[160],10,0.008118922940550327
150,30,[100],10,0.007910428433997866
150,30,[120],5,0.018641445668611204
150,30,[140],5,0.014098166851183324
150,30,[40],6,0.011893434543931899
150,30,[140],6,0.014933541607380583
150,30,[60],6,0.015700736592063985
150,30,[180],7,0.009387024515225006
150,30,[200],7,0.008476908291787379
150,30,[100],7,0.008527207464945126
150,30,[20],5,0.008679033355141825
150,30,[80],5,0.010738800211118798
150,30,[180],8,0.007902179598723453
150,30,[120],8,0.008101982120112962
150,30,[20],9,0.007982558642257836
150,30,[60],8,0.0076443949329222174
150,30,[60],9,0.007151540323067524
150,30,[200],6,0.013806173513669452
150,30,[80],10,0.008027347342996241
150,30,[100],6,0.010362200211319433
150,30,[160],7,0.010704834257311996
150,30,[40],7,0.008409411292737649
150,30,[80],7,0.00854433427907834
150,30,[20],8,0.009126383038724685
150,30,[40],8,0.007700286879659912
150,30,[40],9,0.007654719270363986
150,30,[200],10,0.007644509819807637
200,30,[160],2,0.009602480608579189
200,30,[60],5,0.011450754349000614
200,30,[40],1,0.018783896673579773
200,30,[140],1,0.01908394386256702
200,30,[20],3,0.011488431970319114
200,30,[200],9,0.0075961994169663795
200,30,[120],2,0.011868705777397614
200,30,[200],3,0.011142009344472207
200,30,[120],4,0.012516012176477869
200,30,[200],7,0.007745887070194101
200,30,[140],7,0.008712943068188199
200,30,[180],8,0.008932855876461532
200,30,[140],9,0.0075793712549032
200,30,[160],1,0.02777937505003249
200,30,[120],1,0.03343101896961705
200,30,[60],1,0.025072542538410198
200,30,[20],1,0.019222494435605378
200,30,[200],1,0.02642392329908313
200,30,[80],1,0.035966015269635485
200,30,[180],1,0.024686339187391996
200,30,[100],1,0.0298295352878423
200,30,[80],2,0.009409502015922475
200,30,[140],2,0.009783395136342174
200,30,[180],2,0.011013587845235224
200,30,[100],2,0.012259999484800365
200,30,[60],2,0.022491215755361376
200,30,[80],3,0.009936486816900557
200,30,[40],2,0.010311381639829682
200,30,[100],3,0.009788005146019532
200,30,[180],3,0.010142665137484685
200,30,[20],2,0.0125634455629676
200,30,[140],3,0.009434926339423826
200,30,[200],2,0.010246585124873038
200,30,[40],3,0.010704646229033589
200,30,[20],4,0.010639250856908793
200,30,[160],4,0.01202154704535799
200,30,[80],5,0.013021375737416607
200,30,[160],3,0.010947664729831302
200,30,[140],4,0.012258571985137136
200,30,[120],3,0.00989329335290517
200,30,[200],4,0.010962460882372719
200,30,[160],6,0.014323460675217153
200,30,[60],3,0.010067485165804588
200,30,[180],6,0.012810733704289154
200,30,[60],4,0.009648844065735313
200,30,[160],7,0.008912073294584596
200,30,[40],6,0.01742438845684451
200,30,[20],6,0.013509184672500492
200,30,[60],6,0.013687783237330884
200,30,[120],7,0.008014491652934956
200,30,[80],6,0.016842577933479062
200,30,[180],7,0.009761104810012416
200,30,[100],7,0.011599440654099093
200,30,[180],4,0.011047583972779988
200,30,[100],8,0.008952901644087964
200,30,[120],9,0.007693802768351706
200,30,[180],9,0.0077520686808379355
200,30,[40],8,0.010051205908139089
200,30,[40],9,0.007703145892443116
200,30,[40],4,0.013089932033190955
200,30,[80],10,0.007745903202900181
200,30,[200],6,0.015299086411235592
200,30,[100],5,0.015326868159864662
200,30,[120],6,0.014758055288725598
200,30,[200],5,0.013741533405441177
200,30,[100],6,0.012983264013000812
200,30,[200],8,0.00805251049889051
200,30,[80],8,0.0071826761587165345
200,30,[140],8,0.0077808390818414775
200,30,[80],4,0.012823151802475528
200,30,[80],7,0.008464422605441717
200,30,[120],8,0.008547661158518204
200,30,[100],4,0.014057895589615073
200,30,[20],9,0.007643271973953174
200,30,[160],5,0.013337288635248015
200,30,[180],10,0.007642264987528005
200,30,[200],10,0.007764639750686348
200,30,[140],5,0.015560508590781189
200,30,[160],8,0.009590000494535048
200,30,[60],9,0.008633071777301484
200,30,[140],6,0.012504935718605175
200,30,[140],10,0.007678846866424424
200,30,[160],10,0.00742730902365835
200,30,[60],10,0.00712139904773669
200,30,[40],5,0.013660855367195565
200,30,[120],5,0.015933302802158617
200,30,[20],5,0.008828786097371848
200,30,[180],5,0.016904892339911687
200,30,[40],7,0.011106837151833178
200,30,[60],7,0.00973154987807518
200,30,[160],9,0.007728852269772821
200,30,[60],8,0.008080876025355413
200,30,[100],9,0.008274979014348788
200,30,[80],9,0.00821254659003413
200,30,[40],10,0.0076473803961303235
200,30,[20],10,0.007458085622108732
200,30,[20],7,0.009389671157462358
200,30,[20],8,0.008055532283332872
200,30,[100],10,0.007428777474724012
200,30,[120],10,0.007655479043454561
250,30,[20],5,0.013679769680525797
250,30,[80],5,0.012707132885340887
250,30,[100],9,0.007720184932112302
250,30,[60],9,0.008004839957425371
250,30,[140],2,0.011671537140029994
250,30,[20],2,0.009129340250972453
250,30,[20],6,0.007725745033175832
250,30,[60],2,0.011148644567769643
250,30,[200],9,0.00786758193685537
250,30,[100],4,0.010797851640432466
250,30,[140],10,0.00796419167429752
250,30,[20],8,0.007962614424127035
250,30,[140],8,0.008647394287383045
250,30,[100],1,0.04427533385606449
250,30,[120],1,0.045915235226652765
250,30,[40],1,0.03806146955949559
250,30,[160],1,0.04908409942035508
250,30,[20],1,0.01666686555104731
250,30,[60],1,0.042158662337755996
250,30,[80],1,0.03239447250188814
250,30,[180],1,0.06551570265645612
250,30,[200],1,0.03518959451799633
250,30,[140],1,0.03245154839121947
250,30,[40],2,0.008701071517931482
250,30,[180],2,0.015525043401100624
250,30,[120],2,0.010995126845975709
250,30,[200],2,0.01068906520850348
250,30,[160],2,0.011159139159998398
250,30,[60],3,0.009633317954076051
250,30,[160],3,0.016891234495534025
250,30,[20],3,0.010955842303330134
250,30,[100],3,0.01164040431543581
250,30,[120],3,0.0142057536003595
250,30,[80],2,0.013494875885102453
250,30,[40],3,0.012573599126144884
250,30,[100],2,0.011301733506770748
250,30,[180],3,0.009765818124427984
250,30,[20],4,0.01181628101085168
250,30,[40],4,0.01223913590247555
250,30,[140],5,0.009935644937523483
250,30,[180],4,0.014821635214551987
250,30,[120],4,0.01883676036683658
250,30,[120],5,0.0148086605702323
250,30,[80],6,0.01038619785725114
250,30,[200],5,0.014747576969006684
250,30,[180],5,0.012663517485580889
250,30,[100],6,0.012975260068008185
250,30,[200],4,0.016184575929727926
250,30,[200],3,0.019421898819223654
250,30,[60],4,0.009748600891204804
250,30,[120],6,0.02487426368649539
250,30,[200],7,0.008329371638333635
250,30,[120],7,0.0086873581310073
250,30,[80],3,0.013816270850555932
250,30,[80],7,0.008764074726251835
250,30,[40],7,0.010679482213797399
250,30,[180],8,0.008576050923240989
250,30,[20],7,0.007517553198289895
250,30,[60],5,0.010971141902092137
250,30,[80],10,0.007847665860534639
250,30,[100],8,0.007959191883713928
250,30,[140],7,0.008591631172111045
250,30,[20],10,0.007752633330909652
250,30,[20],9,0.010006182083510801
250,30,[140],3,0.013939448517035458
250,30,[60],10,0.007448776593897628
250,30,[160],10,0.007483144892295822
250,30,[40],8,0.008178161773126635
250,30,[200],8,0.008001768987007269
250,30,[160],9,0.007902881594241023
250,30,[140],9,0.007749127022693062
250,30,[180],6,0.010625231296952939
250,30,[140],4,0.012602295811515292
250,30,[60],6,0.014189572360173935
250,30,[80],4,0.012764946884971111
250,30,[100],7,0.008512589411326042
250,30,[160],5,0.015970021616909864
250,30,[80],8,0.008525209348917036
250,30,[100],5,0.014682796257677592
250,30,[180],9,0.00808275081494085
250,30,[100],10,0.0077870391523330775
250,30,[140],6,0.019159352818562146
250,30,[160],4,0.015772574132780902
250,30,[180],7,0.008963145465991145
250,30,[60],8,0.010711143796336515
250,30,[120],9,0.00747566500237929
250,30,[120],8,0.007803557284005845
250,30,[120],10,0.007584364267421159
250,30,[200],10,0.007647039569407856
250,30,[180],10,0.007447612773157443
250,30,[40],5,0.013525575725337247
250,30,[40],6,0.014169007797094233
250,30,[160],6,0.011237383846168184
250,30,[200],6,0.01272343992202373
250,30,[60],7,0.014239074870963058
250,30,[160],7,0.008883012372694536
250,30,[160],8,0.007337983435056067
250,30,[40],9,0.009297339659135612
250,30,[80],9,0.007596278425099948
250,30,[40],10,0.008179372848553914
300,30,[180],2,0.012993908640244321
300,30,[40],1,0.03359487526039877
300,30,[160],3,0.01720787001091985
300,30,[200],1,0.08295816389392094
300,30,[180],1,0.03381577947335003
